Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,Team,Unnamed: 1_level_0_Nation_stats_keeper_9,Unnamed: 2_level_0_Pos_stats_keeper_9,Unnamed: 3_level_0_Age_stats_keeper_9,Playing Time_MP_stats_keeper_9,Playing Time_Min_stats_keeper_9,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKsv,Unnamed: 23_level_0_Matches,Team_stats_keeper_9,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 1_level_0_Nation_stats_shooting_9,Unnamed: 2_level_0_Pos_stats_shooting_9,Unnamed: 3_level_0_Age_stats_shooting_9,Unnamed: 4_level_0_90s_stats_shooting_9,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Expected_xG_stats_shooting_9,Expected_npxG_stats_shooting_9,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 22_level_0_Matches,Team_stats_shooting_9,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 19_level_0_Ast,Unnamed: 20_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 23_level_0_KP,Unnamed: 24_level_0_1/3,Unnamed: 25_level_0_PPA,Unnamed: 26_level_0_CrsPA,Unnamed: 27_level_0_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Performance_CrdY_stats_misc_9,Performance_CrdR_stats_misc_9,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 4_level_0_MP,Playing Time_Starts_stats_keeper_9,Playing Time_90s_stats_keeper_9,Penalty Kicks_PKA,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_PKatt,Unnamed: 5_level_0_Att,Outcomes_Cmp,Performance_Crs,Performance_Int,Performance_TklW
Samuel Edozie,eng ENG,"DF,FW",21,N/a,0,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,4,23,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,Matches,Southampton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"DF,FW",21,0.7,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,N/a,N/a,N/a,0.0,0.0,Matches,Southampton,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0.0,0,0.1,0.2,-0.1,1,0,3,0,4,33,0,0,0,0,4,0,0,0,0,0,0,2,4,5.54,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,3,1,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23,33,1.9,0,N/a,0,2,33,0,0.00,0,0,0,0.00,+1.61,1.4,0.3,+1.1,+1.46,+2.88,N/a,N/a,0,2,1,0,0,0,0,1,0,0,N/a,2,N/a,N/a,N/a,N/a,N/a,0,33,25,4,0,1
Squad Total,N/a,N/a,25.2,38.0,418,3420,38.0,25,16,41,25,0,2,89,3,32.7,30.9,24.8,55.8,640,1127,1118,0.66,0.42,1.08,0.66,1.08,0.86,0.65,1.51,0.81,1.47,N/a,Southampton,N/a,N/a,25.2,N/a,3420.0,86.0,2.26,245.0,157.0,67.8,2.0,6.0,30.0,3.0,7.9,9.0,2.0,N/a,Southampton,N/a,12.0,0.0,83.8,0.32,-2.2,-0.06,235.0,707.0,33.2,1224.0,172.0,44.7,N/a,297.0,53.9,41.9,587.0,35.0,6.0,27.0,0.71,N/a,N/a,N/a,25.2,38.0,25,341,106,31.1,8.97,2.79,0.07,0.24,16.3,7,0,N/a,N/a,0.09,-7.7,-5.9,N/a,Southampton,15530,18561,83.7,263566,84964,7279,7996,91.0,6699,7455,89.9,1175,2271,51.7,16,24.8,23.9,-8.8,269,989,218,60,1127,16979,1533,468,43,60,548,493,152,102,33,0,49,272,616,16.21,427,56,51,46,28,8,42,1.11,23,5,3,9,1,1,652,378,310,266,76,280,584,47.9,304,433,201,232,305,957,988,51,22776,3003,8424,9788,4766,688,22774,736,312,42.4,333,45.2,12656,66945,34286,640,460,165,486,355,15394,1118,90,100,418,80,237,180,22,162,0.32,26,86,-60,-1.58,N/a,32.7,84.8,-52.1,-1.37,N/a,N/a,N/a,0,459,421,49,2,9,0,1440,468,421,52.6,38,N/a,N/a,7.0,0.0,22.2,2,18561,15530,548,305,378
Taylor Harwood-Bellis,eng ENG,DF,22,N/a,32,2825,31.4,1,0,1,1,0,0,9,0,1.8,1.8,1.0,2.8,29,125,9,0.03,0.00,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,Matches,Southampton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,22,31.4,1,20,8,40.0,0.64,0.25,0.05,0.13,10.6,0,0,N/a,N/a,0.09,-0.8,-0.8,Matches,Southampton,1892,2164,87.4,35252,12592,683,739,92.4,1019,1113,91.6,174,272,64.0,0,1.0,0.7,-1.0,14,178,10,1,125,2080,81,51,3,9,10,27,0,0,0,0,3,11,37,1.18,32,0,0,3,1,1,2,0.06,1,0,0,1,0,0,28,20,13,12,3,19,35,54.3,16,65,43,22,30,58,141,6,2475,340,1158,1145,182,42,2475,3,3,100.0,0,0.0,1433,6776,3938,29,27,0,16,5,1792,9,83,82.6,32,87,27,2,28,0,0.35,20,65,-45,-1.43,+0.84,26.1,66.8,-40.8,-1.30,+0.42,N/a,N/a,0,35,14,0,0,0,0,123,63,49,56.3,34,N/a,N/a,N/a,N/a,N/a,0,2164,1892,10,30,20
Tyler Dibling,eng ENG,"FW,MF",18,N/a,20,1874,20.8,2,0,2,2,0,0,6,0,2.5,2.5,1.5,4.1,69,64,96,0.10,0.00,0.10,0.10,0.10,0.12,0.07,0.20,0.12,0.20,Matches,Southampton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"FW,MF",18,20.8,2,28,9,32.1,1.34,0.43,0.07,0.22,19.3,0,0,N/a,N/a,0.09,-0.5,-0.5,Matches,Southampton,504,620,81.3,7544,1553,286,316,90.5,181,212,85.4,22,48,45.8,0,1.5,1.5,-1.5,20,27,20,1,64,585,32,4,8,3,28,3,11,8,0,0,3,17,56,2.69,34,1,11,5,5,0,4,0.19,2,0,1,1,0,0,34,20,13,18,3,16,26,61.5,10,19,5,14,8,42,16,1,868,27,129,390,369,41,868,110,45,40.9,43,39.1,558,4418,2215,69,50,26,44,55,651,96,57,54.8,20,76,8,13,27,1,0.27,16,50,-34,-1.63,-0.12,19.5,48.5,-28.9,-1.39,-0.04,N/a,N/a,0,30,50,2,2,0,0,80,10,25,28.6,33,N/a,N/a,N/a,N/a,N/a,0,620,504,28,8,20
Welington,br BRA,DF,23,N/a,6,482,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,11,19,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,Southampton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,br BRA,DF,23,5.4,0,3,0,0.0,0.56,0.00,0.00,N/a,31.3,0,0,N/a,N/a,0.01,0.0,0.0,Matches,Southampton,145,186,78.0,2273,695,71,79,89.9,61,79,77.2,8,16,50.0,0,0.1,0.2,-0.1,3,8,5,4,11,147,39,5,0,1,17,28,6,5,0,0,0,8,7,1.31,6,1,0,0,0,0,1,0.19,1,0,0,0,0,0,21,9,15,5,1,12,19,63.2,7,5,1,4,7,28,36,0,276,31,113,102,64,3,276,9,5,55.6,3,33.3,100,389,197,5,4,1,9,4,120,19,48,14.1,6,73,2,4,11,3,0.60,4,10,-6,-1.12,+0.53,3.0,11.6,-8.6,-1.61,-0.28,N/a,N/a,0,6,8,1,0,1,0,21,5,4,55.6,10,N/a,N/a,N/a,N/a,N/a,0,186,145,17,7,9
William Smallbone,ie IRL,MF,24,N/a,6,690,7.7,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.3,5,27,25,0.13,0.00,0.13,0.13,0.13,0.07,0.10,0.17,0.07,0.17,Matches,Southampton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,ie IRL,MF,24,7.7,1,7,1,14.3,0.91,0.13,0.14,1.00,17.6,1,0,N/a,N/a,0.08,+0.4,+0.4,Matches,Southampton,270,356,75.8,4399,1203,130,154,84.4,112,131,85.5,20,53,37.7,0,0.7,0.9,-0.7,10,13,4,3,27,294,60,12,1,2,36,4,25,15,7,0,2,8,16,2.09,12,3,0,1,0,0,0,0.00,0,0,0,0,0,0,20,13,9,9,2,7,22,31.8,15,8,0,8,2,22,14,2,431,17,83,213,139,17,431,6,4,66.7,2,33.3,193,787,397,5,9,1,12,6,262,25,38,20.2,6,72,2,12,21,2,0.22,4,22,-18,-2.35,-0.96,7.0,18.8,-11.8,-1.54,-0.21,N/a,N/a,0,11,3,0,0,1,0,23,4,6,40.0,18,N/a,N/a,N/a,N/a,N/a,0,356,270,36,2,13
Yukinari Sugawara,jp JPN,"DF,MF",24,N/a,16,1557,17.3,1,1,2,1,0,0,4,0,0.5,0.5,2.2,2.7,33,72,78,0.06,0.06,0.12,0.06,0.12,0.03,0.13,0.16,0.03,0.16,Matches,Southampton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,jp JPN,"DF,MF",24,17.3,1,14,5,35.7,0.81,0.29,0.07,0.20,20.2,1,0,N/a,N/a,0.03,+0.5,+0.5,Matches,Southampton,713,891,80.0,11241,3454,377,427,88.3,282,339,83.2,37,76,48.7,1,2.2,2.5,-1.2,17,47,21,9,72,765,124,17,1,7,70,97,10,4,6,0,2,22,39,2.25,30,5,1,3,0,0,1,0.06,1,0,0,0,0,0,31,18,16,14,1,19,31,61.3,12,21,10,11,11,42,53,3,1066,67,327,410,334,29,1066,20,9,45.0,10,50.0,564,2569,1384,33,16,7,18,5,709,78,52,45.5,16,76,6,14,24,5,0.33,13,46,-33,-1.91,-0.60,16.9,40.2,-23.3,-1.34,+0.05,N/a,N/a,0,15,10,4,0,2,0,44,5,9,35.7,30,N/a,N/a,N/a,N/a,N/a,0,891,713,70,11,18
N/a,N/a,N/a,N/a,N/a,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,N/a,Southampton,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,N/a,N/a,Expected,Expected,Expected,N/a,Southampton,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,N/a,N/a,Expected,Expected,N/a,N/a,N/a,N/a,N/a,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,N/a,N/a,N/a,N/a,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),N/a,N/a,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,N/a,N/a,N/a,N/a,N/a,N/a,Standard,N/a,Outcomes,Performance,Performance,Performance
Alfie Devine,eng ENG,MF,19,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Alfie Dorrington,eng ENG,DF,19,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,DF,19.0,0.2,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Tottenham,15.0,16.0,93.8,304.0,39.0,6.0,7.0,85.7,7.0,7.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,5.0,0.0,0.0,16.0,0.0,0.0,N/a,0.0,N/a,12.0,61.0,26.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,14,0.4,0,N/a,0,1,14,3,3.00,0,0,0,0.00,+0.03,0.4,0.0,+0.4,+2.56,+2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a
Alfie Whiteman,eng ENG,GK,25,0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0,N/a,0,0,N/a,1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Antonín Kinský,cz CZE,GK,21,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,Tottenham,cz CZE,GK,21.0,6.0,540.0,11.0,1.83,32.0,23.0,65.6,1.0,0.0,5.0,1.0,16.7,0.0,0.0,Matches,Tottenham,N/a,1.0,2.0,10.5,0.33,1.5,0.25,17.0,58.0,29.3,186.0,37.0,26.9,30.7,30.0,26.7,29.1,112.0,10.0,8.9,9.0,1.5,12.1,cz CZE,GK,21.0,6.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,N/a,0.0,0.0,0.0,0.0,N/a,0.0,0.0,Matches,Tottenham,167.0,217.0,77.0,3990.0,2480.0,27.0,27.0,100.0,98.0,101.0,97.0,38.0,83.0,45.8,0.0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,1.0,177.0,39.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,237.0,205.0,234.0,3.0,0.0,0.0,237.0,0.0,0.0,N/a,0.0,N/a,144.0,760.0,491.0,1.0,0.0,0.0,0.0,0.0,126.0,0.0,90,15.8,6,90,6,0,N/a,12,0.50,6,11,-5,-0.83,-0.96,5.0,11.6,-6.6,-1.09,-1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,100.0,N/a,N/a,N/a,0.0,0.0,N/a,0.0,N/a,N/a,N/a,N/a,N/a
Archie Gray,eng ENG,"DF,MF",18,28,19,1751,19.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,7,40,17,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,Tottenham,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,eng ENG,"DF,MF",18.0,19.5,0.0,1.0,1.0,100.0,0.05,0.05,0.0,0.0,24.6,0.0,0.0,0.0,0.0,0.02,0.0,0.0,Matches,Tottenham,1001.0,1145.0,87.4,17440.0,5370.0,389.0,423.0,92.0,537.0,584.0,92.0,59.0,103.0,57.3,0.0,0.1,0.2,-0.1,3.0,43.0,0.0,0.0,40.0,1053.0,88.0,30.0,1.0,3.0,17.0,45.0,4.0,0.0,4.0,0.0,4.0,18.0,6.0,0.31,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,4.0,8.0,4.0,7.0,17.0,41.2,10.0,22.0,11.0,11.0,19.0,35.0,50.0,2.0,1286.0,150.0,609.0,582.0,106.0,3.0,1286.0,13.0,7.0,53.8,5.0,38.5,878.0,4023.0,1678.0,7.0,5.0,0.0,12.0,11.0,941.0,17.0,63,51.2,19,88,17,9,10,10,1.11,30,41,-11,-0.57,-1.10,25.2,38.2,-12.9,-0.66,-1.12,1.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,1.0,69.0,11.0,11.0,50.0,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a
